"","UniqueReceptionTime","MD5_Hash","Label","PennType","Parameter","EventTime","vies","item","frase","lista","genero","escolaridade","nativo","resposta","minhaescala"
"334",1631802085,"dc4554cfd7837aac5f99b99340eae014","experiment","Scale","Choice","1631801873248","coletivo",49,"Os ajudantes ergueram um piano.","B","Feminino","Pós-Graduação","Sim","Apenas um","5"
"335",1631802085,"dc4554cfd7837aac5f99b99340eae014","experiment","Scale","Choice","1631801903503","teste",26,"Os diretores dirigiram uma série.","B","Feminino","Pós-Graduação","Sim","Apenas um","5"
"336",1631802085,"dc4554cfd7837aac5f99b99340eae014","experiment","Scale","Choice","1631801932677","distributivo",39,"As alunas mascaram um chiclete.","B","Feminino","Pós-Graduação","Sim","Mais de um","5"
"337",1631802085,"dc4554cfd7837aac5f99b99340eae014","experiment","Scale","Choice","1631801959417","teste",19,"As jornalistas investigaram um caso.","B","Feminino","Pós-Graduação","Sim","Apenas um","5"
"338",1631802085,"dc4554cfd7837aac5f99b99340eae014","experiment","Scale","Choice","1631801985852","teste",9,"As diaristas varreram um escritório.","B","Feminino","Pós-Graduação","Sim","Apenas um","5"
"339",1631802085,"dc4554cfd7837aac5f99b99340eae014","experiment","Scale","Choice","1631802013837","distributivo",38,"Os hóspedes engoliram uma azeitona.","B","Feminino","Pós-Graduação","Sim","Mais de um","5"
"340",1631802085,"dc4554cfd7837aac5f99b99340eae014","experiment","Scale","Choice","1631802041241","teste",10,"Os carregadores moveram uma mesa.","B","Feminino","Pós-Graduação","Sim","Apenas um","5"
"341",1631802085,"dc4554cfd7837aac5f99b99340eae014","experiment","Scale","Choice","1631802067553","teste",25,"Os funcionários podaram uma árvore.","B","Feminino","Pós-Graduação","Sim","Apenas um","5"
"342",1631802696,"c7433eeec59c1c843dd95692cfc5bd77","experiment","Scale","Choice","1631802281924","teste",26,"Os diretores dirigiram uma série.","B","Masculino","Ensino Superior completo","Sim","Apenas um","4"
"343",1631802696,"c7433eeec59c1c843dd95692cfc5bd77","experiment","Scale","Choice","1631802349514","teste",25,"Os funcionários podaram uma árvore.","B","Masculino","Ensino Superior completo","Sim","Apenas um","5"
"344",1631802696,"c7433eeec59c1c843dd95692cfc5bd77","experiment","Scale","Choice","1631802386546","teste",19,"As jornalistas investigaram um caso.","B","Masculino","Ensino Superior completo","Sim","Apenas um","4"
"345",1631802696,"c7433eeec59c1c843dd95692cfc5bd77","experiment","Scale","Choice","1631802416078","coletivo",49,"Os ajudantes ergueram um piano.","B","Masculino","Ensino Superior completo","Sim","Apenas um","5"
"346",1631802696,"c7433eeec59c1c843dd95692cfc5bd77","experiment","Scale","Choice","1631802440367","distributivo",38,"Os hóspedes engoliram uma azeitona.","B","Masculino","Ensino Superior completo","Sim","Apenas um","5"
"347",1631802696,"c7433eeec59c1c843dd95692cfc5bd77","experiment","Scale","Choice","1631802472001","distributivo",41,"As costureiras conseguiram um emprego.","B","Masculino","Ensino Superior completo","Sim","Apenas um","3"
"348",1631802696,"c7433eeec59c1c843dd95692cfc5bd77","experiment","Scale","Choice","1631802499073","distributivo",39,"As alunas mascaram um chiclete.","B","Masculino","Ensino Superior completo","Sim","Apenas um","5"
"349",1631802696,"c7433eeec59c1c843dd95692cfc5bd77","experiment","Scale","Choice","1631802521486","teste",9,"As diaristas varreram um escritório.","B","Masculino","Ensino Superior completo","Sim","Apenas um","4"
"350",1631802696,"c7433eeec59c1c843dd95692cfc5bd77","experiment","Scale","Choice","1631802541371","teste",10,"Os carregadores moveram uma mesa.","B","Masculino","Ensino Superior completo","Sim","Apenas um","5"
"351",1631802696,"c7433eeec59c1c843dd95692cfc5bd77","experiment","Scale","Choice","1631802563873","teste",20,"As arquitetas reformaram um cômodo.","B","Masculino","Ensino Superior completo","Sim","Apenas um","5"
"352",1631802696,"c7433eeec59c1c843dd95692cfc5bd77","experiment","Scale","Choice","1631802583478","teste",13,"As presidiárias bloquearam uma passagem.","B","Masculino","Ensino Superior completo","Sim","Apenas um","5"
"353",1631802696,"c7433eeec59c1c843dd95692cfc5bd77","experiment","Scale","Choice","1631802602986","teste",14,"Os estudantes comeram uma salada.","B","Masculino","Ensino Superior completo","Sim","Apenas um","5"
"354",1631802696,"c7433eeec59c1c843dd95692cfc5bd77","experiment","Scale","Choice","1631802625200","coletivo",60,"Os companheiros carregaram um caminhão.","B","Masculino","Ensino Superior completo","Sim","Apenas um","3"
"355",1631802696,"c7433eeec59c1c843dd95692cfc5bd77","experiment","Scale","Choice","1631802647440","distributivo",42,"As skatistas receberam uma medalha.","B","Masculino","Ensino Superior completo","Sim","Apenas um","5"
"356",1631802696,"c7433eeec59c1c843dd95692cfc5bd77","experiment","Scale","Choice","1631802667158","coletivo",63,"Os jardineiros capinaram um jardim.","B","Masculino","Ensino Superior completo","Sim","Apenas um","5"
"357",1631802696,"c7433eeec59c1c843dd95692cfc5bd77","experiment","Scale","Choice","1631802686996","coletivo",58,"Os construtores reformaram uma praça.","B","Masculino","Ensino Superior completo","Sim","Apenas um","5"
"358",1631812534,"45ba5061985268707546bb70174809c4","experiment","Scale","Choice","1631812015770","teste",18,"Os refugiados compraram um terreno.","A","Masculino","Pós-Graduação","Sim","Apenas um","4"
"359",1631812534,"45ba5061985268707546bb70174809c4","experiment","Scale","Choice","1631812079846","coletivo",62,"Os voluntários limparam uma praia.","A","Masculino","Pós-Graduação","Sim","Mais de um","4"
"360",1631812534,"45ba5061985268707546bb70174809c4","experiment","Scale","Choice","1631812117776","teste",24,"Os jardineiros molharam um jardim.","A","Masculino","Pós-Graduação","Sim","Apenas um","5"
"361",1631812534,"45ba5061985268707546bb70174809c4","experiment","Scale","Choice","1631812146913","teste",5,"As ativistas replantaram um canteiro.","A","Masculino","Pós-Graduação","Sim","Mais de um","3"
"362",1631812534,"45ba5061985268707546bb70174809c4","experiment","Scale","Choice","1631812177812","distributivo",36,"Os rapazes furaram uma orelha.","A","Masculino","Pós-Graduação","Sim","Mais de um","5"
"363",1631812534,"45ba5061985268707546bb70174809c4","experiment","Scale","Choice","1631812208572","teste",30,"As meninas confeitaram um bolo.","A","Masculino","Pós-Graduação","Sim","Apenas um","3"
"364",1631812534,"45ba5061985268707546bb70174809c4","experiment","Scale","Choice","1631812237576","coletivo",59,"Os trabalhadores fabricaram uma ferramenta.","A","Masculino","Pós-Graduação","Sim","Mais de um","5"
"365",1631812534,"45ba5061985268707546bb70174809c4","experiment","Scale","Choice","1631812300413","distributivo",34,"As trabalhadoras quebraram um dedo.","A","Masculino","Pós-Graduação","Sim","Mais de um","5"
"366",1631812534,"45ba5061985268707546bb70174809c4","experiment","Scale","Choice","1631812360961","coletivo",57,"Os atletas pintaram uma quadra.","A","Masculino","Pós-Graduação","Sim","Apenas um","4"
"367",1631812534,"45ba5061985268707546bb70174809c4","experiment","Scale","Choice","1631812388915","teste",15,"Os lenhadores cortaram uma árvore.","A","Masculino","Pós-Graduação","Sim","Apenas um","2"
"368",1631812534,"45ba5061985268707546bb70174809c4","experiment","Scale","Choice","1631812416973","distributivo",47,"Os manobristas estacionaram um carro.","A","Masculino","Pós-Graduação","Sim","Mais de um","3"
"369",1631812534,"45ba5061985268707546bb70174809c4","experiment","Scale","Choice","1631812447203","teste",11,"As arrumadeiras arrumaram um quarto.","A","Masculino","Pós-Graduação","Sim","Mais de um","5"
"370",1631812534,"45ba5061985268707546bb70174809c4","experiment","Scale","Choice","1631812476398","distributivo",40,"Os adolescentes espremeram uma espinha.","A","Masculino","Pós-Graduação","Sim","Mais de um","5"
"371",1631831182,"24943cdfe6fe8d5faaeafb79c8f3a7a5","experiment","Scale","Choice","1631830838319","coletivo",58,"Os construtores reformaram uma praça.","B","Masculino","Pós-Graduação","Sim","Apenas um","5"
"372",1631831182,"24943cdfe6fe8d5faaeafb79c8f3a7a5","experiment","Scale","Choice","1631830863991","distributivo",39,"As alunas mascaram um chiclete.","B","Masculino","Pós-Graduação","Sim","Mais de um","5"
"373",1631831182,"24943cdfe6fe8d5faaeafb79c8f3a7a5","experiment","Scale","Choice","1631830891460","teste",19,"As jornalistas investigaram um caso.","B","Masculino","Pós-Graduação","Sim","Apenas um","5"
"374",1631831182,"24943cdfe6fe8d5faaeafb79c8f3a7a5","experiment","Scale","Choice","1631830917250","coletivo",60,"Os companheiros carregaram um caminhão.","B","Masculino","Pós-Graduação","Sim","Apenas um","5"
"375",1631831182,"24943cdfe6fe8d5faaeafb79c8f3a7a5","experiment","Scale","Choice","1631830940637","teste",25,"Os funcionários podaram uma árvore.","B","Masculino","Pós-Graduação","Sim","Apenas um","5"
"376",1631831182,"24943cdfe6fe8d5faaeafb79c8f3a7a5","experiment","Scale","Choice","1631830964692","teste",9,"As diaristas varreram um escritório.","B","Masculino","Pós-Graduação","Sim","Apenas um","5"
"377",1631831182,"24943cdfe6fe8d5faaeafb79c8f3a7a5","experiment","Scale","Choice","1631830987715","coletivo",49,"Os ajudantes ergueram um piano.","B","Masculino","Pós-Graduação","Sim","Apenas um","5"
"378",1631831182,"24943cdfe6fe8d5faaeafb79c8f3a7a5","experiment","Scale","Choice","1631831011306","teste",14,"Os estudantes comeram uma salada.","B","Masculino","Pós-Graduação","Sim","Mais de um","5"
"379",1631831182,"24943cdfe6fe8d5faaeafb79c8f3a7a5","experiment","Scale","Choice","1631831034642","coletivo",63,"Os jardineiros capinaram um jardim.","B","Masculino","Pós-Graduação","Sim","Apenas um","5"
"380",1631831182,"24943cdfe6fe8d5faaeafb79c8f3a7a5","experiment","Scale","Choice","1631831063235","teste",20,"As arquitetas reformaram um cômodo.","B","Masculino","Pós-Graduação","Sim","Apenas um","5"
"381",1631831182,"24943cdfe6fe8d5faaeafb79c8f3a7a5","experiment","Scale","Choice","1631831088888","distributivo",38,"Os hóspedes engoliram uma azeitona.","B","Masculino","Pós-Graduação","Sim","Apenas um","1"
"382",1631831182,"24943cdfe6fe8d5faaeafb79c8f3a7a5","experiment","Scale","Choice","1631831114444","teste",13,"As presidiárias bloquearam uma passagem.","B","Masculino","Pós-Graduação","Sim","Apenas um","5"
"383",1631831182,"24943cdfe6fe8d5faaeafb79c8f3a7a5","experiment","Scale","Choice","1631831138311","distributivo",41,"As costureiras conseguiram um emprego.","B","Masculino","Pós-Graduação","Sim","Mais de um","5"
"384",1631831182,"24943cdfe6fe8d5faaeafb79c8f3a7a5","experiment","Scale","Choice","1631831160035","teste",10,"Os carregadores moveram uma mesa.","B","Masculino","Pós-Graduação","Sim","Apenas um","5"
"385",1631831182,"24943cdfe6fe8d5faaeafb79c8f3a7a5","experiment","Scale","Choice","1631831181459","teste",26,"Os diretores dirigiram uma série.","B","Masculino","Pós-Graduação","Sim","Apenas um","5"
"386",1631838465,"9ad1022aea2a295d25c774c69011459a","experiment","Scale","Choice","1631838015854","teste",29,"As cozinheiras prepararam um jantar.","C","Masculino","Ensino Médio completo","Sim","Apenas um","5"
"387",1631838465,"9ad1022aea2a295d25c774c69011459a","experiment","Scale","Choice","1631838047580","distributivo",35,"Os pacientes agendaram uma endoscopia.","C","Masculino","Ensino Médio completo","Sim","Mais de um","5"
"388",1631838465,"9ad1022aea2a295d25c774c69011459a","experiment","Scale","Choice","1631838075393","coletivo",52,"Os soldados destruíram uma cidade.","C","Masculino","Ensino Médio completo","Sim","Apenas um","5"
"389",1631838465,"9ad1022aea2a295d25c774c69011459a","experiment","Scale","Choice","1631838132547","coletivo",54,"As ativistas abraçaram um baobá.","C","Masculino","Ensino Médio completo","Sim","Apenas um","2"
"390",1631838465,"9ad1022aea2a295d25c774c69011459a","experiment","Scale","Choice","1631838161859","teste",22,"Os sambistas comeram uma feijoada.","C","Masculino","Ensino Médio completo","Sim","Apenas um","3"
"391",1631838465,"9ad1022aea2a295d25c774c69011459a","experiment","Scale","Choice","1631838190747","teste",12,"Os amigos organizaram uma festa.","C","Masculino","Ensino Médio completo","Sim","Apenas um","5"
"392",1631838465,"9ad1022aea2a295d25c774c69011459a","experiment","Scale","Choice","1631838217565","distributivo",44,"Os doentes fizeram uma tomografia.","C","Masculino","Ensino Médio completo","Sim","Mais de um","4"
"393",1631838465,"9ad1022aea2a295d25c774c69011459a","experiment","Scale","Choice","1631838247498","teste",16,"As paisagistas ergueram um vaso.","C","Masculino","Ensino Médio completo","Sim","Apenas um","2"
"394",1631838465,"9ad1022aea2a295d25c774c69011459a","experiment","Scale","Choice","1631838278073","teste",17,"Os alpinistas montaram uma barraca.","C","Masculino","Ensino Médio completo","Sim","Mais de um","3"
"395",1631838465,"9ad1022aea2a295d25c774c69011459a","experiment","Scale","Choice","1631838309049","teste",7,"Os pedreiros ergueram uma parede.","C","Masculino","Ensino Médio completo","Sim","Mais de um","4"
"396",1631838465,"9ad1022aea2a295d25c774c69011459a","experiment","Scale","Choice","1631838337577","teste",27,"Os vândalos derrubaram uma parede.","C","Masculino","Ensino Médio completo","Sim","Apenas um","5"
"397",1631838465,"9ad1022aea2a295d25c774c69011459a","experiment","Scale","Choice","1631838368446","coletivo",61,"As bombeiras esvaziaram um tanque.","C","Masculino","Ensino Médio completo","Sim","Apenas um","5"
"398",1631838465,"9ad1022aea2a295d25c774c69011459a","experiment","Scale","Choice","1631838393821","coletivo",56,"Os pedreiros construíram uma casa.","C","Masculino","Ensino Médio completo","Sim","Apenas um","5"
"399",1631838465,"9ad1022aea2a295d25c774c69011459a","experiment","Scale","Choice","1631838421137","distributivo",48,"As competidoras acertaram um alvo.","C","Masculino","Ensino Médio completo","Sim","Mais de um","2"
"400",1631841141,"b79c1ceb0625c84f515b31a4f39f5c94","experiment","Scale","Choice","1631840704171","teste",18,"Os refugiados compraram um terreno.","A","Masculino","Ensino Superior incompleto","Sim","Apenas um","4"
"401",1631841141,"b79c1ceb0625c84f515b31a4f39f5c94","experiment","Scale","Choice","1631840739107","teste",5,"As ativistas replantaram um canteiro.","A","Masculino","Ensino Superior incompleto","Sim","Apenas um","5"
"402",1631841141,"b79c1ceb0625c84f515b31a4f39f5c94","experiment","Scale","Choice","1631840778747","teste",30,"As meninas confeitaram um bolo.","A","Masculino","Ensino Superior incompleto","Sim","Apenas um","5"
"403",1631841141,"b79c1ceb0625c84f515b31a4f39f5c94","experiment","Scale","Choice","1631840804979","distributivo",40,"Os adolescentes espremeram uma espinha.","A","Masculino","Ensino Superior incompleto","Sim","Apenas um","5"
"404",1631841141,"b79c1ceb0625c84f515b31a4f39f5c94","experiment","Scale","Choice","1631840833411","teste",24,"Os jardineiros molharam um jardim.","A","Masculino","Ensino Superior incompleto","Sim","Apenas um","5"
"405",1631841141,"b79c1ceb0625c84f515b31a4f39f5c94","experiment","Scale","Choice","1631840862450","distributivo",34,"As trabalhadoras quebraram um dedo.","A","Masculino","Ensino Superior incompleto","Sim","Apenas um","5"
"406",1631841141,"b79c1ceb0625c84f515b31a4f39f5c94","experiment","Scale","Choice","1631840891060","distributivo",47,"Os manobristas estacionaram um carro.","A","Masculino","Ensino Superior incompleto","Sim","Apenas um","5"
"407",1631841141,"b79c1ceb0625c84f515b31a4f39f5c94","experiment","Scale","Choice","1631840919578","teste",15,"Os lenhadores cortaram uma árvore.","A","Masculino","Ensino Superior incompleto","Sim","Apenas um","5"
"408",1631841141,"b79c1ceb0625c84f515b31a4f39f5c94","experiment","Scale","Choice","1631840948250","coletivo",64,"As atrizes encenaram uma peça.","A","Masculino","Ensino Superior incompleto","Sim","Apenas um","5"
"409",1631841141,"b79c1ceb0625c84f515b31a4f39f5c94","experiment","Scale","Choice","1631840980899","coletivo",59,"Os trabalhadores fabricaram uma ferramenta.","A","Masculino","Ensino Superior incompleto","Sim","Apenas um","5"
"410",1631841141,"b79c1ceb0625c84f515b31a4f39f5c94","experiment","Scale","Choice","1631841003107","teste",3,"Os faxineiros limparam uma sala.","A","Masculino","Ensino Superior incompleto","Sim","Apenas um","5"
"411",1631841141,"b79c1ceb0625c84f515b31a4f39f5c94","experiment","Scale","Choice","1631841030267","coletivo",57,"Os atletas pintaram uma quadra.","A","Masculino","Ensino Superior incompleto","Sim","Apenas um","5"
"412",1631841141,"b79c1ceb0625c84f515b31a4f39f5c94","experiment","Scale","Choice","1631841054251","teste",11,"As arrumadeiras arrumaram um quarto.","A","Masculino","Ensino Superior incompleto","Sim","Apenas um","5"
"413",1631841141,"b79c1ceb0625c84f515b31a4f39f5c94","experiment","Scale","Choice","1631841079227","distributivo",36,"Os rapazes furaram uma orelha.","A","Masculino","Ensino Superior incompleto","Sim","Apenas um","5"
"414",1631841141,"b79c1ceb0625c84f515b31a4f39f5c94","experiment","Scale","Choice","1631841105139","coletivo",62,"Os voluntários limparam uma praia.","A","Masculino","Ensino Superior incompleto","Sim","Apenas um","5"
"415",1631841141,"b79c1ceb0625c84f515b31a4f39f5c94","experiment","Scale","Choice","1631841129707","teste",21,"As mulheres instalaram um lustre.","A","Masculino","Ensino Superior incompleto","Sim","Apenas um","5"
"416",1631841767,"1ac4fd8daf248d243d8baa854b2e9424","experiment","Scale","Choice","1631841383533","coletivo",54,"As ativistas abraçaram um baobá.","C","Masculino","Ensino Superior incompleto","Sim","Apenas um","5"
"417",1631841767,"1ac4fd8daf248d243d8baa854b2e9424","experiment","Scale","Choice","1631841415679","teste",22,"Os sambistas comeram uma feijoada.","C","Masculino","Ensino Superior incompleto","Sim","Apenas um","5"
"418",1631841767,"1ac4fd8daf248d243d8baa854b2e9424","experiment","Scale","Choice","1631841439249","teste",16,"As paisagistas ergueram um vaso.","C","Masculino","Ensino Superior incompleto","Sim","Apenas um","5"
"419",1631841767,"1ac4fd8daf248d243d8baa854b2e9424","experiment","Scale","Choice","1631841489840","coletivo",61,"As bombeiras esvaziaram um tanque.","C","Masculino","Ensino Superior incompleto","Sim","Apenas um","5"
"420",1631841767,"1ac4fd8daf248d243d8baa854b2e9424","experiment","Scale","Choice","1631841516768","coletivo",56,"Os pedreiros construíram uma casa.","C","Masculino","Ensino Superior incompleto","Sim","Apenas um","5"
"421",1631841767,"1ac4fd8daf248d243d8baa854b2e9424","experiment","Scale","Choice","1631841540109","teste",12,"Os amigos organizaram uma festa.","C","Masculino","Ensino Superior incompleto","Sim","Apenas um","5"
"422",1631841767,"1ac4fd8daf248d243d8baa854b2e9424","experiment","Scale","Choice","1631841565932","distributivo",35,"Os pacientes agendaram uma endoscopia.","C","Masculino","Ensino Superior incompleto","Sim","Mais de um","5"
"423",1631841767,"1ac4fd8daf248d243d8baa854b2e9424","experiment","Scale","Choice","1631841591599","teste",17,"Os alpinistas montaram uma barraca.","C","Masculino","Ensino Superior incompleto","Sim","Apenas um","5"
"424",1631841767,"1ac4fd8daf248d243d8baa854b2e9424","experiment","Scale","Choice","1631841616279","teste",27,"Os vândalos derrubaram uma parede.","C","Masculino","Ensino Superior incompleto","Sim","Apenas um","5"
"425",1631841767,"1ac4fd8daf248d243d8baa854b2e9424","experiment","Scale","Choice","1631841640667","teste",7,"Os pedreiros ergueram uma parede.","C","Masculino","Ensino Superior incompleto","Sim","Apenas um","5"
"426",1631841767,"1ac4fd8daf248d243d8baa854b2e9424","experiment","Scale","Choice","1631841665231","coletivo",52,"Os soldados destruíram uma cidade.","C","Masculino","Ensino Superior incompleto","Sim","Apenas um","5"
"427",1631841767,"1ac4fd8daf248d243d8baa854b2e9424","experiment","Scale","Choice","1631841688155","distributivo",33,"Os meninos comeram uma uva.","C","Masculino","Ensino Superior incompleto","Sim","Mais de um","3"
"428",1631841767,"1ac4fd8daf248d243d8baa854b2e9424","experiment","Scale","Choice","1631841712611","distributivo",48,"As competidoras acertaram um alvo.","C","Masculino","Ensino Superior incompleto","Sim","Apenas um","5"
"429",1631841767,"1ac4fd8daf248d243d8baa854b2e9424","experiment","Scale","Choice","1631841737902","teste",29,"As cozinheiras prepararam um jantar.","C","Masculino","Ensino Superior incompleto","Sim","Apenas um","5"
"430",1631841767,"1ac4fd8daf248d243d8baa854b2e9424","experiment","Scale","Choice","1631841761579","teste",23,"As editoras revisaram um livro.","C","Masculino","Ensino Superior incompleto","Sim","Apenas um","5"
"431",1631842100,"b9c6c8baef418964f58575369d743919","experiment","Scale","Choice","1631841712734","coletivo",60,"Os companheiros carregaram um caminhão.","B","Feminino","Pós-Graduação","Sim","Mais de um","5"
"432",1631842100,"b9c6c8baef418964f58575369d743919","experiment","Scale","Choice","1631841739109","coletivo",49,"Os ajudantes ergueram um piano.","B","Feminino","Pós-Graduação","Sim","Mais de um","5"
"433",1631842100,"b9c6c8baef418964f58575369d743919","experiment","Scale","Choice","1631841768792","teste",14,"Os estudantes comeram uma salada.","B","Feminino","Pós-Graduação","Sim","Mais de um","5"
"434",1631842100,"b9c6c8baef418964f58575369d743919","experiment","Scale","Choice","1631841826417","coletivo",63,"Os jardineiros capinaram um jardim.","B","Feminino","Pós-Graduação","Sim","Apenas um","5"
"435",1631842100,"b9c6c8baef418964f58575369d743919","experiment","Scale","Choice","1631841852184","teste",10,"Os carregadores moveram uma mesa.","B","Feminino","Pós-Graduação","Sim","Apenas um","5"
"436",1631842100,"b9c6c8baef418964f58575369d743919","experiment","Scale","Choice","1631841877229","teste",9,"As diaristas varreram um escritório.","B","Feminino","Pós-Graduação","Sim","Apenas um","5"
"437",1631842100,"b9c6c8baef418964f58575369d743919","experiment","Scale","Choice","1631841901681","teste",26,"Os diretores dirigiram uma série.","B","Feminino","Pós-Graduação","Sim","Apenas um","5"
"438",1631842100,"b9c6c8baef418964f58575369d743919","experiment","Scale","Choice","1631841925183","distributivo",42,"As skatistas receberam uma medalha.","B","Feminino","Pós-Graduação","Sim","Apenas um","5"
"439",1631842100,"b9c6c8baef418964f58575369d743919","experiment","Scale","Choice","1631841949736","teste",20,"As arquitetas reformaram um cômodo.","B","Feminino","Pós-Graduação","Sim","Apenas um","5"
"440",1631842100,"b9c6c8baef418964f58575369d743919","experiment","Scale","Choice","1631841973082","distributivo",39,"As alunas mascaram um chiclete.","B","Feminino","Pós-Graduação","Sim","Mais de um","5"
"441",1631842100,"b9c6c8baef418964f58575369d743919","experiment","Scale","Choice","1631841997026","teste",19,"As jornalistas investigaram um caso.","B","Feminino","Pós-Graduação","Sim","Apenas um","5"
"442",1631842100,"b9c6c8baef418964f58575369d743919","experiment","Scale","Choice","1631842020367","distributivo",38,"Os hóspedes engoliram uma azeitona.","B","Feminino","Pós-Graduação","Sim","Mais de um","5"
"443",1631842100,"b9c6c8baef418964f58575369d743919","experiment","Scale","Choice","1631842046609","teste",13,"As presidiárias bloquearam uma passagem.","B","Feminino","Pós-Graduação","Sim","Apenas um","5"
"444",1631842100,"b9c6c8baef418964f58575369d743919","experiment","Scale","Choice","1631842071817","distributivo",41,"As costureiras conseguiram um emprego.","B","Feminino","Pós-Graduação","Sim","Apenas um","5"
"445",1631842100,"b9c6c8baef418964f58575369d743919","experiment","Scale","Choice","1631842095388","teste",25,"Os funcionários podaram uma árvore.","B","Feminino","Pós-Graduação","Sim","Mais de um","1"
"446",1631843375,"9e9ded573d5fac30b814454dea91a527","experiment","Scale","Choice","1631842962126","teste",8,"As crianças plantaram uma árvore.","D","Feminino","Pós-Graduação","Sim","Apenas um","3"
"447",1631843375,"9e9ded573d5fac30b814454dea91a527","experiment","Scale","Choice","1631843025293","coletivo",53,"Os prisioneiros cavaram um túnel.","D","Feminino","Pós-Graduação","Sim","Apenas um","5"
"448",1631843375,"9e9ded573d5fac30b814454dea91a527","experiment","Scale","Choice","1631843054530","teste",6,"Os porteiros lavaram uma calçada.","D","Feminino","Pós-Graduação","Sim","Apenas um","3"
"449",1631843375,"9e9ded573d5fac30b814454dea91a527","experiment","Scale","Choice","1631843081943","distributivo",43,"As garotas mascaram um chiclete.","D","Feminino","Pós-Graduação","Sim","Mais de um","4"
"450",1631843375,"9e9ded573d5fac30b814454dea91a527","experiment","Scale","Choice","1631843107621","distributivo",45,"As grávidas fizeram um ultrassom.","D","Feminino","Pós-Graduação","Sim","Mais de um","4"
"451",1631843375,"9e9ded573d5fac30b814454dea91a527","experiment","Scale","Choice","1631843135646","teste",1,"As manifestantes incendiaram um ônibus.","D","Feminino","Pós-Graduação","Sim","Apenas um","4"
"452",1631843375,"9e9ded573d5fac30b814454dea91a527","experiment","Scale","Choice","1631843162088","teste",31,"Os lavradores incendiaram um terreno.","D","Feminino","Pós-Graduação","Sim","Apenas um","4"
"453",1631843375,"9e9ded573d5fac30b814454dea91a527","experiment","Scale","Choice","1631843191176","coletivo",50,"Os empregados cercaram um prédio.","D","Feminino","Pós-Graduação","Sim","Apenas um","5"
"454",1631843375,"9e9ded573d5fac30b814454dea91a527","experiment","Scale","Choice","1631843215925","coletivo",55,"As biólogas despoluíram um rio.","D","Feminino","Pós-Graduação","Sim","Apenas um","5"
"455",1631843375,"9e9ded573d5fac30b814454dea91a527","experiment","Scale","Choice","1631843242213","distributivo",37,"Os idosos tomaram um comprimido.","D","Feminino","Pós-Graduação","Sim","Mais de um","4"
"456",1631843375,"9e9ded573d5fac30b814454dea91a527","experiment","Scale","Choice","1631843269453","teste",4,"As engenheiras consertaram um barco.","D","Feminino","Pós-Graduação","Sim","Apenas um","5"
"457",1631843375,"9e9ded573d5fac30b814454dea91a527","experiment","Scale","Choice","1631843294070","teste",32,"Os pintores restauraram um quadro.","D","Feminino","Pós-Graduação","Sim","Apenas um","5"
"458",1631843375,"9e9ded573d5fac30b814454dea91a527","experiment","Scale","Choice","1631843318690","coletivo",51,"As zeladoras varreram um auditório.","D","Feminino","Pós-Graduação","Sim","Apenas um","4"
"459",1631843375,"9e9ded573d5fac30b814454dea91a527","experiment","Scale","Choice","1631843343549","teste",2,"Os escoteiros construíram uma jangada.","D","Feminino","Pós-Graduação","Sim","Apenas um","3"
"460",1631843375,"9e9ded573d5fac30b814454dea91a527","experiment","Scale","Choice","1631843369576","teste",28,"Os turistas visitaram uma cidade.","D","Feminino","Pós-Graduação","Sim","Apenas um","4"
"461",1631854017,"4d5131f1a46896f0ce0062a1f1cedf02","experiment","Scale","Choice","1631853585244","teste",19,"As jornalistas investigaram um caso.","B","Masculino","Ensino Médio completo","Sim","Apenas um","5"
"462",1631854017,"4d5131f1a46896f0ce0062a1f1cedf02","experiment","Scale","Choice","1631853613003","teste",14,"Os estudantes comeram uma salada.","B","Masculino","Ensino Médio completo","Sim","Mais de um","5"
"463",1631854017,"4d5131f1a46896f0ce0062a1f1cedf02","experiment","Scale","Choice","1631853640574","coletivo",63,"Os jardineiros capinaram um jardim.","B","Masculino","Ensino Médio completo","Sim","Apenas um","3"
"464",1631854017,"4d5131f1a46896f0ce0062a1f1cedf02","experiment","Scale","Choice","1631853668243","teste",26,"Os diretores dirigiram uma série.","B","Masculino","Ensino Médio completo","Sim","Apenas um","3"
"465",1631854017,"4d5131f1a46896f0ce0062a1f1cedf02","experiment","Scale","Choice","1631853693160","coletivo",60,"Os companheiros carregaram um caminhão.","B","Masculino","Ensino Médio completo","Sim","Apenas um","5"
"466",1631854017,"4d5131f1a46896f0ce0062a1f1cedf02","experiment","Scale","Choice","1631853722053","distributivo",42,"As skatistas receberam uma medalha.","B","Masculino","Ensino Médio completo","Sim","Mais de um","3"
"467",1631854017,"4d5131f1a46896f0ce0062a1f1cedf02","experiment","Scale","Choice","1631853752857","teste",9,"As diaristas varreram um escritório.","B","Masculino","Ensino Médio completo","Sim","Apenas um","5"
"468",1631854017,"4d5131f1a46896f0ce0062a1f1cedf02","experiment","Scale","Choice","1631853779650","coletivo",58,"Os construtores reformaram uma praça.","B","Masculino","Ensino Médio completo","Sim","Apenas um","5"
"469",1631854017,"4d5131f1a46896f0ce0062a1f1cedf02","experiment","Scale","Choice","1631853807789","distributivo",41,"As costureiras conseguiram um emprego.","B","Masculino","Ensino Médio completo","Sim","Mais de um","5"
